painting,art_style,emotion,repetition,emotion_label,pne,Link,utterance,predicted_disgust_shot
camille-pissarro_a-square-in-la-roche-guyon,Realism,contentment,6,2,0,https://uploads4.wikiart.org/images/camille-pissarro/a-square-in-la-roche-guyon.jpg,"It reminds me of a quiet morning exploring the streets of a small town in europe This is a beautiful scene that reminds me of the old country The perspective of the buildings are very well done and its like looking into another world I'm walking along the quaint, quiet streets in Paris enjoying my day.",Contentment
jean-fouquet_medallion,Northern_Renaissance,sadness,5,7,1,https://uploads1.wikiart.org/images/jean-fouquet/medallion.jpg,something about praying to a light in a circular frame makes me sad The expressions on the people in this imagine are a mixture of mournful and sad which only gets enhanced by the coloring of gloom by the dark colors.,Sadness
henri-martin_view-of-the-terrasse-de-marquayrol-labastide-du-vert-1935,Pointillism,contentment,5,2,0,https://uploads4.wikiart.org/images/henri-martin/view-of-the-terrasse-de-marquayrol-labastide-du-vert-1935.jpg,"This village is tucked away in a forest and is a great place to vacation. a nice village nestled in the woods makes me happy It looks like a peaceful, pretty village. The little houses painted in this village of them with thier smoke surrounded by a green forest is cozy and full of contentment.",Contentment
salvador-dali_dawn-noon-sunset-and-dusk,Pointillism,awe,5,1,0,https://uploads0.wikiart.org/images/salvador-dali/dawn-noon-sunset-and-dusk.jpg,Lines of women praying to God. The painting evokes a sense of reverence with the praying position and vast empty space in the background. They are bent humbly as if in true devotion.,Awe
peter-paul-rubens_landscape-with-an-avenue-of-trees,Baroque,contentment,5,2,0,https://uploads3.wikiart.org/images/peter-paul-rubens/landscape-with-an-avenue-of-trees.jpg,"There is so much in this piece to look at I could stare at it for hours and find something new in each area. The trees way off in the distance really make the piece come together This is tranquil and despite the threat of rain is a desirable place. The dull yellows, greens and and blues and greys along with a calm scene looking over a tall hill promotes a calmness and peace.",Contentment
john-henry-twachtman_back-of-coney-island,Impressionism,contentment,6,2,0,https://uploads2.wikiart.org/images/john-henry-twachtman/back-of-coney-island.jpg,The sand looks so white and soft that it appears to be made of whipped cream The dunes seem to almost appear like small clouds in the ground as they match the clouds in the sky. The snow or sand seems to shine on its way toward the lighthouse and city landscape in the distance.,Awe
correggio_the-apostles-peter-and-paul-1524-1,Mannerism_Late_Renaissance,contentment,6,2,0,https://uploads5.wikiart.org/images/correggio/the-apostles-peter-and-paul-1524-1.jpg,The people seem calm which makes me calm. its a nice piece dont really like religious [pieces but its nicely done they look to be chilling,Contentment
carl-larsson_christmas-morning-1894(1),Art_Nouveau_Modern,amusement,7,0,0,https://uploads8.wikiart.org/images/carl-larsson/christmas-morning-1894(1).jpg,"There are some many kids playing, each doing something different.  It is cheerful. Bedtime as mother supposes but the children have other ideas. What happens after the children are sent to bed. The expressions on the kids faces and their interest in their individual activities makes me feel like they're all satisfied and content with how things are going. The child on the bed looks like he's having a really exciting time playing based on his defiant standing on the bed and facial expression. The innocence of childhood is captured in every way.",Contentment
sandro-botticelli_purgatory-1490(1),Early_Renaissance,disgust,5,5,1,https://uploads5.wikiart.org/images/sandro-botticelli/purgatory-1490(1).jpg,"This is a drawing depicting ancient Greece, but it hasn't been finished. It has a lot of detail but you can't even really make out what's going on here.",Disgust
paul-gauguin_village-street-osny-1883,Impressionism,fear,5,6,1,https://uploads7.wikiart.org/images/paul-gauguin/village-street-osny-1883.jpg,"There's a dark sky behind this house and a dead tree in front of it. I could skip this town. Sky is painted with swirling strokes, suggest coming storm (trouble) The buildings are on topof each other and the dark colors for the vegetation seem ominous, while a small lone figure walks on the dusty road. The tree with no leaves and the dark shadow person give a sad, desolate feeling. Clouds are dark like an impending storm.",Fear
john-lewis-krimmel_nightlife-in-philadelphia-an-oyster-barrow-in-front-of-the-chestnut-street-theater,Realism,excitement,5,3,0,https://uploads8.wikiart.org/images/john-lewis-krimmel/nightlife-in-philadelphia-an-oyster-barrow-in-front-of-the-chestnut-street-theater.jpg,"the dark of the photo and the light from what their looking at makes it feel magical. This looks like a pretty lively celebration, since the girl is holding some sort of sparkler. I'd love to hang out with them. The contrast of a black and white background against colorful people creates an aura of excitement.",Excitement
george-stubbs_baronet-1794,Romanticism,amusement,5,0,0,https://uploads5.wikiart.org/images/george-stubbs/baronet-1794.jpg,The horse is way too long for the size of the rider and even the horse's own head. The long stride of this horse makes this man look very tiny.,Disgust
antoine-pesne_luise-ulrike-von-preu-en,Rococo,contentment,5,2,0,https://uploads8.wikiart.org/images/antoine-pesne/luise-ulrike-von-preu-en.jpg,This woman looks like she is enjoying her picture drawn The woman looks happy even though she is dressed very formally.,Amusement
diego-velazquez_count-duke-of-olivares,Baroque,amusement,5,0,0,https://uploads8.wikiart.org/images/diego-velazquez/count-duke-of-olivares.jpg,"This man's moustache makes it look like he's hiding something and I want to know what it is. Wonder who this painting is of if they are old or not. The painting, although looks classic, shows a funny face of a gentlemen. The facial expression looks amazing. His face is how I imagine the king of gnomes",Disgust
john-french-sloan_spring-rain-new-york-1912,New_Realism,awe,5,1,0,https://uploads4.wikiart.org/images/john-french-sloan/spring-rain-new-york-1912.jpg,"Looks like Central park, I am interested by where the woman is going. The painting is very detailed and relaxing.",Contentment
lyonel-feininger_town-gate-ribnitz-das-tor-ribnitz-1918,Naive_Art_Primitivism,contentment,11,2,0,https://uploads7.wikiart.org/images/lyonel-feininger/town-gate-ribnitz-das-tor-ribnitz-1918.jpg,"the yellow and the sun in this picture makes me think of a nice sunny day the yellow and the sun in this picture makes me think of a nice sunny day The paper is yellow like the sun and the scene etched in black is idyllic. The paper is yellow like the sun and the scene etched in black is idyllic. The color combination and subject make me feel contented. The color combination and subject make me feel contented. Despite the lack of color, it looks pretty interesting in detail and shape. Despite the lack of color, it looks pretty interesting in detail and shape.",Contentment
zinaida-serebriakova_churchyard-1912,Symbolism,sadness,5,7,1,https://uploads6.wikiart.org/images/zinaida-serebriakova/churchyard-1912.jpg,"The unmarked crosses in the ground remind me of a place where many people died. Many people have died and their bodies are buried in the graveyard All of these wooden crosses sticking out of the ground remind me of a graveyard, which is sad. Multiple crosses spread over countryside, which represents a graveyard. The gravesites in the painting make me think of death",Sadness
alfred-sisley_the-lane-of-the-machine-1873,Impressionism,contentment,6,2,0,https://uploads3.wikiart.org/images/alfred-sisley/the-lane-of-the-machine-1873.jpg,"Soft and muted colors and there are no people. Just a calm, country scene This seems like a happy, safe neighborhood that would be lively to live in. It feels like stepping back in time, and the setting sun paints a good environment",Contentment
francisco-goya_the-annunciation-1785,Romanticism,awe,5,1,0,https://uploads6.wikiart.org/images/francisco-goya/the-annunciation-1785.jpg,The angel is being illuminated by a warm comforting yellow light while the woman calmly prays The woman is an angel and the other woman is reading a scroll. the golden background makes the angels wings glow. It looks as though a life changing miracle is happening with the angel advising the lady.,Awe
