painting,predicted_emotion,similarity
hans-memling_triptych-of-the-resurrection-the-resurrection-centre-the-martyrdom-of-st-sebastian-left-and-the-1490,This artwork conveys a feeling of excitement.,0.2672309875488281
mikhail-vrubel_angel-with-censer-and-candle-1887,This artwork conveys a feeling of contentment.,0.2332976758480072
pieter-bruegel-the-elder_crafty-bird-catcher-1556,This artwork conveys a feeling of awe.,0.38564833998680115
mikalojus-ciurlionis_scherzo-sonata-of-the-summer-1907,This artwork conveys a feeling of awe.,0.2553066611289978
paolo-uccello_crucifixion-1430,This artwork conveys a feeling of awe.,0.39335283637046814
william-scott_composition-with-blue-and-black-1959,This artwork conveys a feeling of awe.,0.19551926851272583
el-greco_the-agony-in-the-garden-1,This artwork conveys a feeling of awe.,0.35316991806030273
sergey-solomko_wedding-ceremony-middle-ages-1909,This artwork conveys a feeling of awe.,0.23830506205558777
vincent-van-gogh_vase-with-red-gladioli-1886,This artwork conveys a feeling of contentment.,0.3335334062576294
albrecht-durer_the-last-judgment-1511,This artwork conveys a feeling of contentment.,0.22949422895908356
albrecht-durer_st-paul-second-state-1514,This artwork conveys a feeling of contentment.,0.26514264941215515
alphonse-mucha_rose,This artwork conveys a feeling of contentment.,0.43840840458869934
paolo-veronese_annunciation-1558,This artwork conveys a feeling of awe.,0.36370712518692017
hans-holbein-the-younger_portrait-of-thomas-cromwell,This artwork conveys a feeling of disgust.,0.36556199193000793
paolo-veronese_minerva-between-the-geometry-and-arithmetic-1551,This artwork conveys a feeling of contentment.,0.3565901815891266
camille-corot_the-colosseum-seen-through-the-arcades-of-the-basilica-of-constantine-1825,This artwork conveys a feeling of awe.,0.33393654227256775
william-hogarth_portrait-of-augusta-of-saxe-gotha,This artwork conveys a feeling of disgust.,0.5272047519683838
annibale-carracci_translation-of-the-holy-house,This artwork conveys a feeling of awe.,0.3382469415664673
gian-lorenzo-bernini_portrait-of-a-man-with-a-moustache(1),This artwork conveys a feeling of disgust.,0.23295976221561432
vincent-van-gogh_clumps-of-grass-1889(1),This artwork conveys a feeling of awe.,0.29104694724082947
henry-raeburn_portrait-of-francis-and-his-wife-eliza-dundas-cumming,This artwork conveys a feeling of amusement.,0.31646308302879333
vincent-van-gogh_view-of-saintes-maries-1888,This artwork conveys a feeling of awe.,0.28770211338996887
vasily-perov_portrait-of-nikolai-rubinstein-1870,This artwork conveys a feeling of disgust.,0.3856622874736786
hans-baldung_pyramus-and-thisbe,This artwork conveys a feeling of disgust.,0.3966315686702728
carl-ludwig-johann-christineck_portrait-of-sarah-cook-1775,This artwork conveys a feeling of contentment.,0.41248801350593567
vincent-van-gogh_avenue-in-voyer-d-argenson-park-at-asnieres-1887(1),This artwork conveys a feeling of awe.,0.310202956199646
david-burliuk_a-painter,This artwork conveys a feeling of contentment.,0.3641442656517029
paul-cezanne_man-with-a-pipe-1892,This artwork conveys a feeling of disgust.,0.3640844225883484
nicholas-roerich_uglich-porch-1904,This artwork conveys a feeling of awe.,0.2430717945098877
tano-festa_omaggio-a-francis-bacon-1981,This artwork conveys a feeling of awe.,0.25805625319480896
wassily-kandinsky_autumn-in-bavaria-1908,This artwork conveys a feeling of contentment.,0.31624507904052734
edvard-munch_self-portrait-i-1896,This artwork conveys a feeling of disgust.,0.42628926038742065
utagawa-kuniyoshi_nichiren-going-into-exile-on-the-island-of-sado,This artwork conveys a feeling of contentment.,0.36837825179100037
gene-davis_dr-peppercorn-1967,This artwork conveys a feeling of awe.,0.3314787447452545
marcel-duchamp_church-at-blainville-1902,This artwork conveys a feeling of contentment.,0.27131742238998413
john-french-sloan_helen-in-green-suit-1950,This artwork conveys a feeling of disgust.,0.3679410517215729
henri-edmond-cross_cypress-april,This artwork conveys a feeling of awe.,0.3261752724647522
john-constable_the-white-horse-1819,This artwork conveys a feeling of contentment.,0.40756475925445557
pierre-bonnard_sea-landscape-1900,This artwork conveys a feeling of contentment.,0.3201182186603546
lyonel-feininger_town-gate-ribnitz-das-tor-ribnitz-1918,This artwork conveys a feeling of contentment.,0.21389076113700867
horace-pippin_the-warped-table-still-life-1940,This artwork conveys a feeling of contentment.,0.58376544713974
henri-rousseau_notre-dame-view-of-the-ile-saint-louis-from-the-quai-henri-iv-1909,This artwork conveys a feeling of excitement.,0.2575884759426117
akseli-gallen-kallela_spring-study-for-the-jus-lius-mausoleum-frescos-1903,This artwork conveys a feeling of contentment.,0.49515968561172485
alice-baber_seven-green-leagues-1967,This artwork conveys a feeling of excitement.,0.2581591308116913
raphael-kirchner_figures-on-turquoise-background-1901-1,This artwork conveys a feeling of contentment.,0.43882107734680176
henry-raeburn_portrait-of-janet-dundas,This artwork conveys a feeling of contentment.,0.5541010499000549
franz-marc_cows-yellow-red-green-1912,This artwork conveys a feeling of contentment.,0.3150418698787689
paul-cezanne_the-lac-d-annecy-1896,This artwork conveys a feeling of awe.,0.40999898314476013
camille-pissarro_male-and-female-peasants-on-a-path-crossing-the-countryside,This artwork conveys a feeling of contentment.,0.5511972904205322
dosso-dossi_st-cosmas-and-st-damian-1534,This artwork conveys a feeling of disgust.,0.22290973365306854
henri-martin_self-portrait-in-the-garden,This artwork conveys a feeling of contentment.,0.5375382900238037
albrecht-durer_male-portrait-before-green-base,This artwork conveys a feeling of contentment.,0.3449302613735199
jacoba-van-heemskerck_bild-no-131-1921,This artwork conveys a feeling of contentment.,0.2002730518579483
alphonse-mucha_zodiac-1896,This artwork conveys a feeling of awe.,0.30337077379226685
henri-de-toulouse-lautrec_woman-combing-her-hair-1896,This artwork conveys a feeling of contentment.,0.3139602541923523
camille-pissarro_bouquet-of-flowers-1873,This artwork conveys a feeling of contentment.,0.787934422492981
joan-hernandez-pijuan_homenatge-a-lucio-fontana-1971,This artwork conveys a feeling of awe.,0.20541468262672424
odilon-redon_closed-eyes-3,This artwork conveys a feeling of contentment.,0.32906171679496765
pierre-auguste-renoir_madame-monet-reading,This artwork conveys a feeling of contentment.,0.7000590562820435
hercules-seghers_rocky-landscape,This artwork conveys a feeling of awe.,0.39673107862472534
ivan-shishkin_coppice-noon-1872,This artwork conveys a feeling of awe.,0.3626496493816376
mary-cassatt_the-reader-1878,This artwork conveys a feeling of contentment.,0.7459017634391785
henri-edmond-cross_venice-palazzo-venier-dei-leoni,This artwork conveys a feeling of contentment.,0.25487807393074036
francisco-goya_diligent-blind-man,This artwork conveys a feeling of amusement.,0.1736607551574707
george-morland_the-labourer-s-luncheon-1792,This artwork conveys a feeling of contentment.,0.620036780834198
agostino-carracci_the-ecstasy-of-saint-catherine-1590,This artwork conveys a feeling of contentment.,0.20862413942813873
theodore-rousseau_landscape-1,This artwork conveys a feeling of contentment.,0.4407987892627716
camille-pissarro_weeders-1882,This artwork conveys a feeling of contentment.,0.5007001757621765
leon-bakst_helene-de-sparte-set-design-1912,This artwork conveys a feeling of contentment.,0.31715479493141174
john-duncan-fergusson_siesta-1951,This artwork conveys a feeling of contentment.,0.7466889023780823
asgrimur-jonsson_mt-esja-seen-from-the-building-vinaminni-1910,This artwork conveys a feeling of awe.,0.28954002261161804
maxime-maufra_the-descending-street-at-locronan-1906,This artwork conveys a feeling of contentment.,0.35215991735458374
henri-de-toulouse-lautrec_m-delaporte-at-the-jardin-de-paris-1893,This artwork conveys a feeling of contentment.,0.36963212490081787
anthony-van-dyck_avenue-in-the-country,This artwork conveys a feeling of contentment.,0.3682759702205658
pavel-fedotov_the-major-s-marriage-proposal-1851,This artwork conveys a feeling of contentment.,0.2603992819786072
frans-hals_portrait-of-a-man-1644,This artwork conveys a feeling of contentment.,0.3248811662197113
john-french-sloan_my-wife-in-blue-1917,This artwork conveys a feeling of contentment.,0.7629427313804626
lucas-cranach-the-elder_portrait-of-a-young-woman,This artwork conveys a feeling of disgust.,0.5648127198219299
gustave-courbet_frankfurt,This artwork conveys a feeling of awe.,0.3622649908065796
peter-paul-rubens_the-virgin-and-child-with-st-elizabeth-and-the-infant-st-john-the-baptist,This artwork conveys a feeling of contentment.,0.4708758592605591
maurice-quentin-de-la-tour_study-for-portrait-of-unknown-man-2,This artwork conveys a feeling of contentment.,0.4784679412841797
paul-cezanne_apples-and-oranges,This artwork conveys a feeling of contentment.,0.4369172751903534
camille-pissarro_a-square-in-la-roche-guyon,This artwork conveys a feeling of contentment.,0.2617441415786743
william-congdon_subiaco-1963,This artwork conveys a feeling of awe.,0.3163818418979645
salvador-dali_bather,This artwork conveys a feeling of contentment.,0.51766037940979
carl-larsson_lazy-nook-1897(1),This artwork conveys a feeling of contentment.,0.33524778485298157
paul-cezanne_still-life-with-sugar-1890,This artwork conveys a feeling of contentment.,0.5870816111564636
claude-monet_the-basin-at-argenteuil,This artwork conveys a feeling of contentment.,0.43813177943229675
rogier-van-der-weyden_madonna-and-child-4,This artwork conveys a feeling of contentment.,0.4252305328845978
robert-indiana_the-book-of-love-11-1996,This artwork conveys a feeling of contentment.,0.35613787174224854
aleksey-savrasov_trees,This artwork conveys a feeling of awe.,0.2899078130722046
claude-monet_the-pond-at-montgeron,This artwork conveys a feeling of contentment.,0.487270712852478
felix-vallotton_the-port-of-marseille-1901,This artwork conveys a feeling of contentment.,0.3962492346763611
edvard-munch_sister-inger-1884,This artwork conveys a feeling of disgust.,0.4562380909919739
frans-hals_portrait-of-a-woman-1633-1,This artwork conveys a feeling of disgust.,0.43969810009002686
anne-truitt_untitled-1967,This artwork conveys a feeling of awe.,0.31147831678390503
alfred-sisley_street-in-veneux-1883,This artwork conveys a feeling of contentment.,0.394537091255188
diego-velazquez_the-waterseller-of-seville-1623,This artwork conveys a feeling of contentment.,0.4435397684574127
camille-pissarro_the-laundry-woman-1879,This artwork conveys a feeling of contentment.,0.7437456846237183
william-blake_oberon-titania-and-puck-with-fairies-dancing(1),This artwork conveys a feeling of contentment.,0.26519501209259033
correggio_the-apostles-peter-and-paul-1524-1,This artwork conveys a feeling of awe.,0.3414919972419739
vincent-van-gogh_the-langlois-bridge-at-arles-1888,This artwork conveys a feeling of excitement.,0.2177002727985382
martin-schongauer_madonna-of-the-rose-bower-1473,This artwork conveys a feeling of contentment.,0.34257107973098755
patrick-caulfield_still-life-ingredients-1976,This artwork conveys a feeling of excitement.,0.2291211187839508
ivan-bilibin_sketch-for-the-opera-the-golden-cockerel-by-nikolai-rimsky-korsakov-1909,This artwork conveys a feeling of excitement.,0.3371542692184448
otto-eckmann_waldteich,This artwork conveys a feeling of contentment.,0.26542168855667114
pavel-svinyin_the-monument-to-alexander-hamilton-at-weehawken,This artwork conveys a feeling of awe.,0.3559218943119049
orest-kiprensky_portrait-of-alexander-pushkin-1827,This artwork conveys a feeling of contentment.,0.5084435343742371
john-crome_the-way-through-the-wood-1813,This artwork conveys a feeling of contentment.,0.41575735807418823
camille-pissarro_a-cottage-in-the-snow-1879,This artwork conveys a feeling of contentment.,0.2437680959701538
maurice-quentin-de-la-tour_preparation-of-the-portrait-of-joseph-amedee-victor-paris-son-of-john-of-paris-montmartel,This artwork conveys a feeling of contentment.,0.4136580526828766
imi-knoebel_tag-und-nacht-i-f1-f5-1997,This artwork conveys a feeling of awe.,0.22746095061302185
franz-marc_sheaf-of-grain-1907,This artwork conveys a feeling of contentment.,0.2899629771709442
rembrandt_self-portrait-5,This artwork conveys a feeling of contentment.,0.4990696907043457
camille-corot_passiance-in-saint-avit-1872,This artwork conveys a feeling of contentment.,0.5157408118247986
georges-seurat_study-for-the-channel-at-gravelines-evening-1890,This artwork conveys a feeling of awe.,0.3922593891620636
katsushika-hokusai_inume-pass-in-the-kai-province,This artwork conveys a feeling of awe.,0.36219656467437744
guido-reni_madonna-with-child-and-st-john-the-baptist,This artwork conveys a feeling of contentment.,0.6607767939567566
henri-edmond-cross_trees-by-the-sea-1907,This artwork conveys a feeling of awe.,0.4169098436832428
william-merritt-chase_still-life-with-flowers,This artwork conveys a feeling of contentment.,0.5524395704269409
nicholas-roerich_fortress-1909,This artwork conveys a feeling of awe.,0.20207099616527557
thomas-gainsborough_portrait-of-georgiana-duchess-of-devonshire,This artwork conveys a feeling of contentment.,0.44609886407852173
allan-ramsay_portrait-of-sir-john-hynde-cotton-3rd-bt,This artwork conveys a feeling of contentment.,0.29358360171318054
rembrandt_seated-saskia-with-a-letter-in-her-left-hand-1635,This artwork conveys a feeling of contentment.,0.5449537634849548
joshua-reynolds_lady-charles-spencer,This artwork conveys a feeling of contentment.,0.4816078543663025
rembrandt_three-women-and-a-child-at-the-door,This artwork conveys a feeling of contentment.,0.511117696762085
konstantin-korovin_taiga-near-baikal-1900,This artwork conveys a feeling of contentment.,0.5110288262367249
david-burliuk_woman-with-a-duck-1964,This artwork conveys a feeling of contentment.,0.3746142089366913
pyotr-konchalovsky_san-maxim-palma-1908,This artwork conveys a feeling of contentment.,0.46129176020622253
maurice-quentin-de-la-tour_portrait-of-marie-fel-1757,This artwork conveys a feeling of disgust.,0.34907427430152893
esaias-van-de-velde_road-next-to-a-waterfall,This artwork conveys a feeling of anger.,0.15321293473243713
lyonel-feininger_gaberndorf-ii-1924,This artwork conveys a feeling of contentment.,0.29586416482925415
felicien-rops_coquette-in-front-of-a-mirror,This artwork conveys a feeling of contentment.,0.24324509501457214
vasily-tropinin_not_detected_241124,This artwork conveys a feeling of contentment.,0.5319491028785706
claude-monet_jean-monet-in-the-craddle,This artwork conveys a feeling of contentment.,0.32402119040489197
henri-martin_view-of-the-terrasse-de-marquayrol-labastide-du-vert-1935,This artwork conveys a feeling of contentment.,0.3540323078632355
pierre-auguste-renoir_portrait-of-edmond-maitre-the-reader-1871,This artwork conveys a feeling of contentment.,0.4974132478237152
henri-martin_garden-of-the-artist,This artwork conveys a feeling of contentment.,0.6616095900535583
henri-fantin-latour_flowers-1,This artwork conveys a feeling of contentment.,0.5885151028633118
vasily-vereshchagin_an-uzbek,This artwork conveys a feeling of contentment.,0.36341315507888794
yves-gaucher_rb-ps-2-15-1990,This artwork conveys a feeling of awe.,0.330523818731308
vincent-van-gogh_olive-grove-pale-blue-sky-1889,This artwork conveys a feeling of awe.,0.43909120559692383
kateryna-bilokur_bouquet-of-flowers-1960,This artwork conveys a feeling of contentment.,0.5268483757972717
francisco-goya_marquesa-mariana-de-pontejos,This artwork conveys a feeling of contentment.,0.2966972291469574
john-french-sloan_spring-washington-square-1928,This artwork conveys a feeling of excitement.,0.2594984471797943
dosso-dossi_self-portrait,This artwork conveys a feeling of contentment.,0.2896425127983093
morris-louis_blue-veil-1958,This artwork conveys a feeling of awe.,0.4281966984272003
gustave-courbet_in-the-forest-1865,This artwork conveys a feeling of awe.,0.4471856355667114
masaccio_madonna-casini,This artwork conveys a feeling of contentment.,0.3175937533378601
william-hogarth_the-importance-of-knowing-perspective-absurd-perspectives,This artwork conveys a feeling of contentment.,0.25296011567115784
marc-chagall_study-to-moses-with-the-burning-bush,This artwork conveys a feeling of anger.,0.23705868422985077
claude-monet_camille-monet-in-the-garden,This artwork conveys a feeling of contentment.,0.6286994814872742
childe-hassam_venice,This artwork conveys a feeling of contentment.,0.4101371169090271
gustave-courbet_red-apples-1871,This artwork conveys a feeling of contentment.,0.22029440104961395
rembrandt_the-visitation-1640,This artwork conveys a feeling of contentment.,0.36356595158576965
hiroshige_cherry-blossom-time-people-picknicking-at-gotenyama-1843,This artwork conveys a feeling of contentment.,0.471655011177063
vincent-van-gogh_fishing-boats-at-sea-1888(1),This artwork conveys a feeling of contentment.,0.1973056048154831
olivier-debre_daitoku-ji-temple-1990,This artwork conveys a feeling of contentment.,0.19416621327400208
alfred-sisley_the-lane-of-the-machine-1873,This artwork conveys a feeling of contentment.,0.3309309184551239
amedeo-modigliani_seated-algerian-almaiisa-1916,This artwork conveys a feeling of contentment.,0.32862192392349243
edward-hopper_the-long-leg,This artwork conveys a feeling of contentment.,0.33114320039749146
maurice-de-vlaminck_the-bridge-at-chatou-1906,This artwork conveys a feeling of excitement.,0.24067901074886322
carl-larsson_lisbeth-in-blue-bird-1900(1),This artwork conveys a feeling of contentment.,0.6928694844245911
canaletto_the-grand-canal-at-rialto,This artwork conveys a feeling of excitement.,0.3034830689430237
martiros-saryan_flowers-1908,This artwork conveys a feeling of contentment.,0.5502957105636597
anthony-van-dyck_portrait-of-clelia-cattaneo-daughter-of-marchesa-elena-grimaldi-1623,This artwork conveys a feeling of contentment.,0.37030401825904846
john-miller_tropical-beach,This artwork conveys a feeling of contentment.,0.4178948402404785
marc-chagall_portrait-of-artist-s-sister-aniuta-1910,This artwork conveys a feeling of disgust.,0.30400028824806213
william-adolphe-bouguereau_modesty-1902,This artwork conveys a feeling of contentment.,0.5261236429214478
utagawa-kunisada_not_detected_240379,This artwork conveys a feeling of contentment.,0.4284527897834778
raphael-kirchner_girls-with-animals-1901-2,This artwork conveys a feeling of amusement.,0.35034826397895813
henri-edmond-cross_toulon-winter-morning-1907,This artwork conveys a feeling of excitement.,0.2654140591621399
edvard-munch_from-thuringewald-1905,This artwork conveys a feeling of awe.,0.1895456612110138
ilya-mashkov_still-life-with-dahlias-1912,This artwork conveys a feeling of contentment.,0.5261791348457336
blinky-palermo_unknown-title,This artwork conveys some other feeling.,0.16879583895206451
edward-hopper_bistro,This artwork conveys a feeling of contentment.,0.38994330167770386
giovanni-bellini_virgin-and-child,This artwork conveys a feeling of contentment.,0.49201202392578125
camille-corot_road-through-wooded-mountains,This artwork conveys a feeling of contentment.,0.5134871602058411
alfred-sisley_road-from-hampton-court-1874,This artwork conveys a feeling of excitement.,0.34737634658813477
john-hoppner_portrait-of-mademoiselle-hilligsberg-1791,This artwork conveys a feeling of contentment.,0.3749784231185913
camille-pissarro_landscape-at-osny-1883,This artwork conveys a feeling of contentment.,0.40934208035469055
mikhail-vrubel_head-of-st-john-the-baptist-1905,This artwork conveys a feeling of contentment.,0.24825523793697357
odilon-redon_bouquet-of-flowers-in-a-blue-vase-1,This artwork conveys a feeling of contentment.,0.46257704496383667
joshua-reynolds_sir-richard-worsley,This artwork conveys a feeling of contentment.,0.27653226256370544
claude-monet_flowers-in-a-vase,This artwork conveys a feeling of contentment.,0.5288468599319458
camille-corot_the-raging-one,This artwork conveys a feeling of contentment.,0.45901980996131897
diego-velazquez_juan-mateos,This artwork conveys a feeling of disgust.,0.4125842750072479
konstantin-korovin_hay-girls-1911,This artwork conveys a feeling of contentment.,0.3091764748096466
camille-pissarro_peasants-and-hay-stacks-1878,This artwork conveys a feeling of contentment.,0.2967047691345215
paul-gauguin_scene-from-tahitian-life-1896,This artwork conveys a feeling of contentment.,0.5955582857131958
edgar-degas_dancers-in-a-studio,This artwork conveys a feeling of contentment.,0.28999626636505127
edouard-manet_man-in-a-round-hat-alphonse-maureau-1878,This artwork conveys a feeling of contentment.,0.31297749280929565
theo-van-doesburg_a-dog-1899,This artwork conveys a feeling of contentment.,0.626071035861969
ernst-ludwig-kirchner_kokottenkopf-with-feathered-hat,This artwork conveys a feeling of disgust.,0.2141883671283722
henri-laurens_head-of-a-boxer-1920,This artwork conveys a feeling of contentment.,0.4773748219013214
theodore-rousseau_market-in-the-normandy,This artwork conveys a feeling of excitement.,0.19615404307842255
camille-pissarro_street-winter-sunlight-and-snow,This artwork conveys a feeling of contentment.,0.38026952743530273
berthe-morisot_the-isle-of-wight-1875,This artwork conveys a feeling of excitement.,0.25988560914993286
vincent-van-gogh_vegetable-gardens-in-montmartre-1887-1,This artwork conveys a feeling of excitement.,0.31172609329223633
gustave-courbet_the-houses-of-the-chateau-d-ornans-1853,This artwork conveys a feeling of contentment.,0.3459097743034363
roy-lichtenstein_hot-dog-1964,This artwork conveys a feeling of excitement.,0.2137163132429123
pierre-auguste-renoir_madame-monet-1872,This artwork conveys a feeling of contentment.,0.6912918090820312
edwin-henry-landseer_ptarmigan,This artwork conveys a feeling of contentment.,0.4010889232158661
claude-monet_saint-lazare-station,This artwork conveys a feeling of excitement.,0.38571447134017944
eustache-le-sueur_the-virgin-and-child-with-saint-john-the-baptist,This artwork conveys a feeling of contentment.,0.6066377758979797
pablo-picasso_carnival-at-the-bistro-1909,This artwork conveys some other feeling.,0.2543407380580902
richard-hamilton_he-1961,This artwork conveys a feeling of sadness.,0.1975908726453781
stanley-pinker_sun-and-moon-flower,This artwork conveys a feeling of excitement.,0.21750794351100922
pablo-picasso_bathing-1908,This artwork conveys a feeling of contentment.,0.28652918338775635
fyodor-vasilyev_early-morning,This artwork conveys a feeling of awe.,0.5330856442451477
ion-andreescu_still-life,This artwork conveys a feeling of contentment.,0.35953956842422485
maurice-denis_virginal-spring-flowering-apple-trees,This artwork conveys a feeling of contentment.,0.5480175614356995
egon-schiele_two-girls-on-a-fringed-blanket-1911,This artwork conveys a feeling of contentment.,0.2523197829723358
paul-gauguin_fisherman-and-bathers-on-the-aven-1888,This artwork conveys a feeling of contentment.,0.3408164381980896
joshua-reynolds_lady-smith-and-children,This artwork conveys a feeling of contentment.,0.3987636864185333
joseph-wright_the-cloister-of-san-cosimato,This artwork conveys a feeling of awe.,0.3922358751296997
piero-dorazio_cercles-de-nuit-1992,This artwork conveys a feeling of awe.,0.20774951577186584
berthe-morisot_villa-with-orange-trees-nice,This artwork conveys a feeling of contentment.,0.26782676577568054
thomas-cole_ruined-castle-and-river,This artwork conveys a feeling of awe.,0.4511304199695587
georges-braque_bottle-1914,This artwork conveys a feeling of awe.,0.16888318955898285
paul-cezanne_mont-sainte-victoire-1897,This artwork conveys a feeling of awe.,0.34043800830841064
alexander-orlowski_peasant-in-a-cart-1812,This artwork conveys a feeling of contentment.,0.2759920060634613
william-hogarth_the-fishing-party,This artwork conveys a feeling of contentment.,0.5484585762023926
camille-pissarro_the-road-to-versailles-at-louveciennes-1870,This artwork conveys a feeling of contentment.,0.3872390389442444
pablo-picasso_jacqueline-with-flowers-1954,This artwork conveys a feeling of contentment.,0.4441871643066406
esaias-van-de-velde_flask-skaters-and-players-on-the-ice-in-the-farmyards,This artwork conveys a feeling of contentment.,0.3186472952365875
adriaen-van-de-venne_a-cavalier-at-his-dressing-table,This artwork conveys a feeling of contentment.,0.2855379283428192
marc-chagall_blue-horse-with-the-couple-1982,This artwork conveys a feeling of contentment.,0.4125889241695404
joan-mitchell_sunflowers-1991,This artwork conveys a feeling of awe.,0.2498043179512024
giovanni-antonio-boltraffio_a-youth-crowned-with-flowers,This artwork conveys a feeling of disgust.,0.43350425362586975
konrad-witz_st-catherine-of-alexandria,This artwork conveys a feeling of contentment.,0.30599674582481384
andrea-del-castagno_st-john-the-evangelist-1442,This artwork conveys a feeling of awe.,0.3377404510974884
georges-seurat_the-bridge-at-courbevoie-1887,This artwork conveys a feeling of contentment.,0.35399243235588074
vincent-van-gogh_couple-walking(1),This artwork conveys a feeling of contentment.,0.1897534728050232
nicholas-roerich_ladoga-1918,This artwork conveys a feeling of awe.,0.4016803503036499
carl-ludwig-johann-christineck_portrait-of-a-young-woman-in-a-red-dress-1775,This artwork conveys a feeling of disgust.,0.41468387842178345
constantin-brancusi_madamoiselle-pogany-1913,This artwork conveys a feeling of anger.,0.25434625148773193
gustave-loiseau_landscape,This artwork conveys a feeling of contentment.,0.3812551200389862
adriaen-brouwer_the-master-of-drinking,This artwork conveys a feeling of contentment.,0.5514188408851624
camille-pissarro_the-hermitage-at-pontoise-1874,This artwork conveys a feeling of contentment.,0.5442675352096558
edouard-vuillard_anemones-in-a-chinese-1901,This artwork conveys a feeling of contentment.,0.5728904008865356
konstantin-somov_promenade-after-rain-1,This artwork conveys a feeling of contentment.,0.3922167420387268
john-lewis-krimmel_young-girl-with-a-blue-dress,This artwork conveys a feeling of disgust.,0.47607073187828064
grandma-moses_christmas-at-home,This artwork conveys a feeling of amusement.,0.296445369720459
claude-monet_the-seine-at-vetheuil-3,This artwork conveys a feeling of contentment.,0.4333571195602417
john-henry-twachtman_back-of-coney-island,This artwork conveys a feeling of awe.,0.36206546425819397
edwin-henry-landseer_a-lake-scene-effect-of-a-storm,This artwork conveys a feeling of awe.,0.5086658596992493
lorenzo-lotto_portrait-of-a-jeweler-possibly-giovanni-pietro-crivelli,This artwork conveys a feeling of contentment.,0.3588433563709259
gustave-loiseau_cliffs-of-etretat-1902,This artwork conveys a feeling of awe.,0.5245265960693359
ivan-kramskoy_portrait-of-the-artist-g-g-myasoedov-1872,This artwork conveys a feeling of contentment.,0.29102984070777893
kitagawa-utamaro_the-hour-of-the-ramin,This artwork conveys a feeling of contentment.,0.36869704723358154
paul-gauguin_view-of-the-beach-at-bellangenai-1889,This artwork conveys a feeling of awe.,0.24668246507644653
andre-bauchant_exotic-flowers-1933,This artwork conveys a feeling of contentment.,0.45830631256103516
francois-boucher_the-fountain-of-love-1748,This artwork conveys a feeling of contentment.,0.592716634273529
kuzma-petrov-vodkin_shah-i-zinda-1921,This artwork conveys a feeling of awe.,0.29966291785240173
raphael-kirchner_a-half-of-a-virgin-1901-5,This artwork conveys a feeling of contentment.,0.46969178318977356
lovis-corinth_the-walchensee-in-the-moonlight-1920,This artwork conveys a feeling of awe.,0.30791303515434265
hans-holbein-the-younger_portrait-of-jane-pemberton,This artwork conveys a feeling of contentment.,0.4698594808578491
helen-frankenthaler_untitled-1982,This artwork conveys a feeling of contentment.,0.2862904965877533
camille-pissarro_peasant-girl-drinking-her-coffee-1881,This artwork conveys a feeling of contentment.,0.5324612259864807
andy-warhol_candy-box-1981,This artwork conveys a feeling of excitement.,0.20901775360107422
ronnie-landfield_yellow-prairie-1972,This artwork conveys a feeling of contentment.,0.25616255402565
rembrandt_a-man-in-a-room-1630,This artwork conveys a feeling of contentment.,0.25094491243362427
andre-bauchant_promenade-au-bord-de-la-mer-rencontre-des-fianc-s-1928,This artwork conveys a feeling of contentment.,0.3816564977169037
marcel-duchamp_portrait-of-yvonne-duchamp,This artwork conveys a feeling of contentment.,0.7862111926078796
fernando-calhau_untitled-1968,This artwork conveys a feeling of contentment.,0.20918330550193787
tano-festa_finestra,This artwork conveys a feeling of awe.,0.34938302636146545
paula-modersohn-becker_reclining-mother-and-child-1906,This artwork conveys a feeling of contentment.,0.46661803126335144
david-burliuk_mountain-landscape-1943,This artwork conveys a feeling of contentment.,0.27537626028060913
richard-tuttle_sail-1964,This artwork conveys a feeling of contentment.,0.25909560918807983
sandro-botticelli_young-man-greeted-by-seven-liberal-arts-1490(1),This artwork conveys a feeling of contentment.,0.19623172283172607
edouard-manet_young-woman-in-oriental-garb-1871,This artwork conveys a feeling of contentment.,0.43880119919776917
odilon-redon_bouquet-of-flowers-1,This artwork conveys a feeling of contentment.,0.5741326808929443
albrecht-durer_greyhound,This artwork conveys a feeling of contentment.,0.3372404873371124
camille-pissarro_the-banks-of-the-epte-at-eragny-1884,This artwork conveys a feeling of contentment.,0.64991694688797
thomas-gainsborough_portrait-of-peter-godfrey-of-old-hall-east-bergholt-suffolk,This artwork conveys a feeling of contentment.,0.4706742465496063
pierre-auguste-renoir_roses-in-a-vase-1876,This artwork conveys a feeling of contentment.,0.5994724631309509
pierre-puvis-de-chavannes_sleeping,This artwork conveys a feeling of contentment.,0.6782585382461548
henri-matisse_goldfish-1911,This artwork conveys a feeling of contentment.,0.5655248165130615
rembrandt_drawing-of-the-last-supper-1635,This artwork conveys a feeling of contentment.,0.25329554080963135
ruth-vollmer_in-relation-three-to-four-1968,This artwork conveys a feeling of awe.,0.1883339285850525
henri-matisse_the-terrace-st-tropez-1904,This artwork conveys a feeling of contentment.,0.5724952220916748
henri-matisse_stained-glass-window-window-of-the-abside-of-the-rosary-chapel-1949,This artwork conveys a feeling of contentment.,0.4032016098499298
orest-kiprensky_a-girl-with-flowing-hair-baby-s-head-1807,This artwork conveys a feeling of disgust.,0.25843292474746704
marc-chagall_window-in-artist-s-studio-1976,This artwork conveys a feeling of contentment.,0.5357004404067993
john-mclaughlin_number-15-1961,This artwork conveys a feeling of awe.,0.2292027771472931
