painting,predicted_emotion,similarity
hans-memling_triptych-of-the-resurrection-the-resurrection-centre-the-martyrdom-of-st-sebastian-left-and-the-1490,This artwork conveys a feeling of disgust.,0.1250002384185791
mikhail-vrubel_angel-with-censer-and-candle-1887,This artwork conveys a feeling of anger.,0.12500035762786865
pieter-bruegel-the-elder_crafty-bird-catcher-1556,This artwork conveys a feeling of anger.,0.12500011920928955
mikalojus-ciurlionis_scherzo-sonata-of-the-summer-1907,This artwork conveys a feeling of fear.,0.2965623736381531
paolo-uccello_crucifixion-1430,This artwork conveys a feeling of disgust.,0.2223634272813797
william-scott_composition-with-blue-and-black-1959,This artwork conveys a feeling of disgust.,0.2776813805103302
el-greco_the-agony-in-the-garden-1,This artwork conveys a feeling of amusement.,0.41053706407546997
sergey-solomko_wedding-ceremony-middle-ages-1909,This artwork conveys a feeling of anger.,0.125
vincent-van-gogh_vase-with-red-gladioli-1886,This artwork conveys a feeling of amusement.,0.16662921011447906
albrecht-durer_the-last-judgment-1511,This artwork conveys a feeling of fear.,0.18711918592453003
albrecht-durer_st-paul-second-state-1514,This artwork conveys a feeling of disgust.,0.22809848189353943
alphonse-mucha_rose,This artwork conveys a feeling of disgust.,0.23880229890346527
paolo-veronese_annunciation-1558,This artwork conveys a feeling of disgust.,0.3509123623371124
hans-holbein-the-younger_portrait-of-thomas-cromwell,This artwork conveys a feeling of anger.,0.3218751847743988
paolo-veronese_minerva-between-the-geometry-and-arithmetic-1551,This artwork conveys a feeling of anger.,0.23538610339164734
camille-corot_the-colosseum-seen-through-the-arcades-of-the-basilica-of-constantine-1825,This artwork conveys a feeling of disgust.,0.9091796875
william-hogarth_portrait-of-augusta-of-saxe-gotha,This artwork conveys a feeling of disgust.,0.28323084115982056
annibale-carracci_translation-of-the-holy-house,This artwork conveys a feeling of disgust.,0.1250011920928955
gian-lorenzo-bernini_portrait-of-a-man-with-a-moustache(1),This artwork conveys a feeling of anger.,0.23831646144390106
vincent-van-gogh_clumps-of-grass-1889(1),This artwork conveys a feeling of anger.,0.27091482281684875
henry-raeburn_portrait-of-francis-and-his-wife-eliza-dundas-cumming,This artwork conveys a feeling of disgust.,0.32051920890808105
vincent-van-gogh_view-of-saintes-maries-1888,This artwork conveys a feeling of disgust.,0.30910226702690125
vasily-perov_portrait-of-nikolai-rubinstein-1870,This artwork conveys a feeling of awe.,0.2653121054172516
hans-baldung_pyramus-and-thisbe,This artwork conveys a feeling of disgust.,0.28053975105285645
carl-ludwig-johann-christineck_portrait-of-sarah-cook-1775,This artwork conveys a feeling of disgust.,0.3627869188785553
vincent-van-gogh_avenue-in-voyer-d-argenson-park-at-asnieres-1887(1),This artwork conveys a feeling of disgust.,0.36888378858566284
david-burliuk_a-painter,This artwork conveys a feeling of disgust.,0.5079724192619324
paul-cezanne_man-with-a-pipe-1892,This artwork conveys a feeling of amusement.,0.27477186918258667
nicholas-roerich_uglich-porch-1904,This artwork conveys a feeling of anger.,0.19899384677410126
tano-festa_omaggio-a-francis-bacon-1981,This artwork conveys a feeling of disgust.,0.5827223658561707
wassily-kandinsky_autumn-in-bavaria-1908,This artwork conveys a feeling of disgust.,0.12500041723251343
edvard-munch_self-portrait-i-1896,This artwork conveys a feeling of anger.,0.2871682643890381
utagawa-kuniyoshi_nichiren-going-into-exile-on-the-island-of-sado,This artwork conveys a feeling of disgust.,0.22300595045089722
gene-davis_dr-peppercorn-1967,This artwork conveys a feeling of disgust.,0.6578345894813538
marcel-duchamp_church-at-blainville-1902,This artwork conveys a feeling of disgust.,0.3002236485481262
john-french-sloan_helen-in-green-suit-1950,This artwork conveys a feeling of fear.,0.20973198115825653
henri-edmond-cross_cypress-april,This artwork conveys a feeling of anger.,0.12500059604644775
john-constable_the-white-horse-1819,This artwork conveys a feeling of disgust.,0.42365726828575134
pierre-bonnard_sea-landscape-1900,This artwork conveys a feeling of disgust.,0.2518758475780487
lyonel-feininger_town-gate-ribnitz-das-tor-ribnitz-1918,This artwork conveys a feeling of disgust.,0.1250002384185791
horace-pippin_the-warped-table-still-life-1940,This artwork conveys a feeling of disgust.,0.4661782383918762
henri-rousseau_notre-dame-view-of-the-ile-saint-louis-from-the-quai-henri-iv-1909,This artwork conveys a feeling of disgust.,0.5757191181182861
akseli-gallen-kallela_spring-study-for-the-jus-lius-mausoleum-frescos-1903,This artwork conveys a feeling of disgust.,0.12500059604644775
alice-baber_seven-green-leagues-1967,This artwork conveys a feeling of disgust.,0.3699389398097992
raphael-kirchner_figures-on-turquoise-background-1901-1,This artwork conveys a feeling of disgust.,0.3288266360759735
henry-raeburn_portrait-of-janet-dundas,This artwork conveys a feeling of disgust.,0.2174312323331833
franz-marc_cows-yellow-red-green-1912,This artwork conveys a feeling of disgust.,0.389519065618515
paul-cezanne_the-lac-d-annecy-1896,This artwork conveys a feeling of anger.,0.12500017881393433
camille-pissarro_male-and-female-peasants-on-a-path-crossing-the-countryside,This artwork conveys a feeling of disgust.,0.16649167239665985
dosso-dossi_st-cosmas-and-st-damian-1534,This artwork conveys a feeling of amusement.,0.5554832220077515
henri-martin_self-portrait-in-the-garden,This artwork conveys a feeling of disgust.,0.2532602846622467
albrecht-durer_male-portrait-before-green-base,This artwork conveys a feeling of disgust.,0.7057902216911316
jacoba-van-heemskerck_bild-no-131-1921,This artwork conveys a feeling of disgust.,0.2577379643917084
alphonse-mucha_zodiac-1896,This artwork conveys a feeling of contentment.,0.12500083446502686
henri-de-toulouse-lautrec_woman-combing-her-hair-1896,This artwork conveys a feeling of disgust.,0.18460670113563538
camille-pissarro_bouquet-of-flowers-1873,This artwork conveys a feeling of fear.,0.15416593849658966
joan-hernandez-pijuan_homenatge-a-lucio-fontana-1971,This artwork conveys a feeling of anger.,0.28587567806243896
odilon-redon_closed-eyes-3,This artwork conveys a feeling of contentment.,0.12500035762786865
pierre-auguste-renoir_madame-monet-reading,This artwork conveys a feeling of sadness.,0.13796086609363556
hercules-seghers_rocky-landscape,This artwork conveys a feeling of disgust.,0.705542266368866
ivan-shishkin_coppice-noon-1872,This artwork conveys a feeling of anger.,0.14471668004989624
mary-cassatt_the-reader-1878,This artwork conveys a feeling of anger.,0.12500077486038208
henri-edmond-cross_venice-palazzo-venier-dei-leoni,This artwork conveys a feeling of fear.,0.3462633192539215
francisco-goya_diligent-blind-man,This artwork conveys a feeling of anger.,0.2652728259563446
george-morland_the-labourer-s-luncheon-1792,This artwork conveys a feeling of disgust.,0.1250011920928955
agostino-carracci_the-ecstasy-of-saint-catherine-1590,This artwork conveys a feeling of disgust.,0.758971095085144
theodore-rousseau_landscape-1,This artwork conveys a feeling of anger.,0.32628583908081055
camille-pissarro_weeders-1882,This artwork conveys a feeling of disgust.,0.40257248282432556
leon-bakst_helene-de-sparte-set-design-1912,This artwork conveys a feeling of disgust.,0.5889047384262085
john-duncan-fergusson_siesta-1951,This artwork conveys a feeling of disgust.,0.18984419107437134
asgrimur-jonsson_mt-esja-seen-from-the-building-vinaminni-1910,This artwork conveys a feeling of disgust.,0.21494780480861664
maxime-maufra_the-descending-street-at-locronan-1906,This artwork conveys a feeling of sadness.,0.19800236821174622
henri-de-toulouse-lautrec_m-delaporte-at-the-jardin-de-paris-1893,This artwork conveys a feeling of anger.,0.125
anthony-van-dyck_avenue-in-the-country,This artwork conveys a feeling of disgust.,0.7435296177864075
pavel-fedotov_the-major-s-marriage-proposal-1851,This artwork conveys a feeling of disgust.,0.2202812135219574
frans-hals_portrait-of-a-man-1644,This artwork conveys a feeling of disgust.,0.42320719361305237
john-french-sloan_my-wife-in-blue-1917,This artwork conveys a feeling of disgust.,0.3061472475528717
lucas-cranach-the-elder_portrait-of-a-young-woman,This artwork conveys a feeling of disgust.,0.48843976855278015
gustave-courbet_frankfurt,This artwork conveys a feeling of disgust.,0.37119343876838684
peter-paul-rubens_the-virgin-and-child-with-st-elizabeth-and-the-infant-st-john-the-baptist,This artwork conveys a feeling of disgust.,0.16782449185848236
maurice-quentin-de-la-tour_study-for-portrait-of-unknown-man-2,This artwork conveys a feeling of disgust.,0.2608959376811981
paul-cezanne_apples-and-oranges,This artwork conveys a feeling of excitement.,0.12500059604644775
camille-pissarro_a-square-in-la-roche-guyon,This artwork conveys a feeling of disgust.,0.44462841749191284
william-congdon_subiaco-1963,This artwork conveys a feeling of amusement.,0.33380621671676636
salvador-dali_bather,This artwork conveys a feeling of anger.,0.12500017881393433
carl-larsson_lazy-nook-1897(1),This artwork conveys a feeling of contentment.,0.1250009536743164
paul-cezanne_still-life-with-sugar-1890,This artwork conveys a feeling of disgust.,0.20654189586639404
claude-monet_the-basin-at-argenteuil,This artwork conveys a feeling of excitement.,0.12500041723251343
rogier-van-der-weyden_madonna-and-child-4,This artwork conveys a feeling of anger.,0.12500053644180298
robert-indiana_the-book-of-love-11-1996,This artwork conveys a feeling of disgust.,0.1250004768371582
aleksey-savrasov_trees,This artwork conveys a feeling of disgust.,0.43195271492004395
claude-monet_the-pond-at-montgeron,This artwork conveys a feeling of disgust.,0.1892734169960022
felix-vallotton_the-port-of-marseille-1901,This artwork conveys a feeling of excitement.,0.12500077486038208
edvard-munch_sister-inger-1884,This artwork conveys a feeling of disgust.,0.29408079385757446
frans-hals_portrait-of-a-woman-1633-1,This artwork conveys a feeling of disgust.,0.31118255853652954
anne-truitt_untitled-1967,This artwork conveys a feeling of disgust.,0.7656949162483215
alfred-sisley_street-in-veneux-1883,This artwork conveys a feeling of disgust.,0.26646479964256287
diego-velazquez_the-waterseller-of-seville-1623,This artwork conveys a feeling of disgust.,0.25594380497932434
camille-pissarro_the-laundry-woman-1879,This artwork conveys a feeling of fear.,0.2334396243095398
william-blake_oberon-titania-and-puck-with-fairies-dancing(1),This artwork conveys a feeling of anger.,0.1957802176475525
correggio_the-apostles-peter-and-paul-1524-1,This artwork conveys a feeling of disgust.,0.5863981246948242
vincent-van-gogh_the-langlois-bridge-at-arles-1888,This artwork conveys a feeling of anger.,0.1250004768371582
martin-schongauer_madonna-of-the-rose-bower-1473,This artwork conveys a feeling of fear.,0.16482427716255188
patrick-caulfield_still-life-ingredients-1976,This artwork conveys a feeling of contentment.,0.1250004768371582
ivan-bilibin_sketch-for-the-opera-the-golden-cockerel-by-nikolai-rimsky-korsakov-1909,This artwork conveys a feeling of fear.,0.22753459215164185
otto-eckmann_waldteich,This artwork conveys a feeling of disgust.,0.2778237760066986
pavel-svinyin_the-monument-to-alexander-hamilton-at-weehawken,This artwork conveys a feeling of disgust.,0.2580302655696869
orest-kiprensky_portrait-of-alexander-pushkin-1827,This artwork conveys a feeling of disgust.,0.22704283893108368
john-crome_the-way-through-the-wood-1813,This artwork conveys a feeling of disgust.,0.30171090364456177
camille-pissarro_a-cottage-in-the-snow-1879,This artwork conveys a feeling of disgust.,0.16571415960788727
maurice-quentin-de-la-tour_preparation-of-the-portrait-of-joseph-amedee-victor-paris-son-of-john-of-paris-montmartel,This artwork conveys a feeling of fear.,0.32338133454322815
imi-knoebel_tag-und-nacht-i-f1-f5-1997,This artwork conveys a feeling of anger.,0.4987054765224457
franz-marc_sheaf-of-grain-1907,This artwork conveys a feeling of disgust.,0.2631929814815521
rembrandt_self-portrait-5,This artwork conveys a feeling of contentment.,0.12500041723251343
camille-corot_passiance-in-saint-avit-1872,This artwork conveys a feeling of excitement.,0.12500083446502686
georges-seurat_study-for-the-channel-at-gravelines-evening-1890,This artwork conveys a feeling of contentment.,0.12500035762786865
katsushika-hokusai_inume-pass-in-the-kai-province,This artwork conveys a feeling of disgust.,0.29474806785583496
guido-reni_madonna-with-child-and-st-john-the-baptist,This artwork conveys a feeling of disgust.,0.247802734375
henri-edmond-cross_trees-by-the-sea-1907,This artwork conveys a feeling of disgust.,0.38737618923187256
william-merritt-chase_still-life-with-flowers,This artwork conveys a feeling of anger.,0.3342985510826111
nicholas-roerich_fortress-1909,This artwork conveys a feeling of contentment.,0.12500083446502686
thomas-gainsborough_portrait-of-georgiana-duchess-of-devonshire,This artwork conveys a feeling of disgust.,0.18678104877471924
allan-ramsay_portrait-of-sir-john-hynde-cotton-3rd-bt,This artwork conveys a feeling of amusement.,0.29882198572158813
rembrandt_seated-saskia-with-a-letter-in-her-left-hand-1635,This artwork conveys a feeling of disgust.,0.47699740529060364
joshua-reynolds_lady-charles-spencer,This artwork conveys a feeling of fear.,0.231472909450531
rembrandt_three-women-and-a-child-at-the-door,This artwork conveys a feeling of contentment.,0.12500065565109253
konstantin-korovin_taiga-near-baikal-1900,This artwork conveys a feeling of disgust.,0.41315022110939026
david-burliuk_woman-with-a-duck-1964,This artwork conveys a feeling of disgust.,0.18162310123443604
pyotr-konchalovsky_san-maxim-palma-1908,This artwork conveys a feeling of disgust.,0.2736992835998535
maurice-quentin-de-la-tour_portrait-of-marie-fel-1757,This artwork conveys a feeling of disgust.,0.40781280398368835
esaias-van-de-velde_road-next-to-a-waterfall,This artwork conveys a feeling of disgust.,0.27119454741477966
lyonel-feininger_gaberndorf-ii-1924,This artwork conveys a feeling of disgust.,0.24786899983882904
felicien-rops_coquette-in-front-of-a-mirror,This artwork conveys a feeling of disgust.,0.3809334337711334
vasily-tropinin_not_detected_241124,This artwork conveys a feeling of anger.,0.2774180769920349
claude-monet_jean-monet-in-the-craddle,This artwork conveys a feeling of disgust.,0.2714281976222992
henri-martin_view-of-the-terrasse-de-marquayrol-labastide-du-vert-1935,This artwork conveys a feeling of fear.,0.16704726219177246
pierre-auguste-renoir_portrait-of-edmond-maitre-the-reader-1871,This artwork conveys a feeling of disgust.,0.19950023293495178
henri-martin_garden-of-the-artist,This artwork conveys a feeling of contentment.,0.12500101327896118
henri-fantin-latour_flowers-1,This artwork conveys a feeling of disgust.,0.2754017114639282
vasily-vereshchagin_an-uzbek,This artwork conveys a feeling of disgust.,0.23506343364715576
yves-gaucher_rb-ps-2-15-1990,This artwork conveys a feeling of anger.,0.2122470885515213
vincent-van-gogh_olive-grove-pale-blue-sky-1889,This artwork conveys a feeling of anger.,0.17444083094596863
kateryna-bilokur_bouquet-of-flowers-1960,This artwork conveys a feeling of disgust.,0.7181340456008911
francisco-goya_marquesa-mariana-de-pontejos,This artwork conveys a feeling of disgust.,0.1562575399875641
john-french-sloan_spring-washington-square-1928,This artwork conveys a feeling of disgust.,0.35797783732414246
dosso-dossi_self-portrait,This artwork conveys a feeling of disgust.,0.3235667049884796
morris-louis_blue-veil-1958,This artwork conveys a feeling of anger.,0.40798643231391907
gustave-courbet_in-the-forest-1865,This artwork conveys a feeling of disgust.,0.12500053644180298
masaccio_madonna-casini,This artwork conveys a feeling of amusement.,0.16264428198337555
william-hogarth_the-importance-of-knowing-perspective-absurd-perspectives,This artwork conveys a feeling of disgust.,0.2769172489643097
marc-chagall_study-to-moses-with-the-burning-bush,This artwork conveys a feeling of disgust.,0.32565248012542725
claude-monet_camille-monet-in-the-garden,This artwork conveys a feeling of disgust.,0.3097197413444519
childe-hassam_venice,This artwork conveys a feeling of fear.,0.1695256382226944
gustave-courbet_red-apples-1871,This artwork conveys a feeling of anger.,0.2333732545375824
rembrandt_the-visitation-1640,This artwork conveys a feeling of disgust.,0.28305932879447937
hiroshige_cherry-blossom-time-people-picknicking-at-gotenyama-1843,This artwork conveys a feeling of fear.,0.39407163858413696
vincent-van-gogh_fishing-boats-at-sea-1888(1),This artwork conveys a feeling of disgust.,0.38452771306037903
olivier-debre_daitoku-ji-temple-1990,This artwork conveys a feeling of disgust.,0.29445791244506836
alfred-sisley_the-lane-of-the-machine-1873,This artwork conveys a feeling of disgust.,0.6619144082069397
amedeo-modigliani_seated-algerian-almaiisa-1916,This artwork conveys a feeling of anger.,0.3312702775001526
edward-hopper_the-long-leg,This artwork conveys a feeling of disgust.,0.16964787244796753
maurice-de-vlaminck_the-bridge-at-chatou-1906,This artwork conveys a feeling of disgust.,0.41492363810539246
carl-larsson_lisbeth-in-blue-bird-1900(1),This artwork conveys a feeling of anger.,0.1250004768371582
canaletto_the-grand-canal-at-rialto,This artwork conveys a feeling of disgust.,0.7408232092857361
martiros-saryan_flowers-1908,This artwork conveys a feeling of disgust.,0.2261297106742859
anthony-van-dyck_portrait-of-clelia-cattaneo-daughter-of-marchesa-elena-grimaldi-1623,This artwork conveys a feeling of anger.,0.20247243344783783
john-miller_tropical-beach,This artwork conveys a feeling of disgust.,0.49508240818977356
marc-chagall_portrait-of-artist-s-sister-aniuta-1910,This artwork conveys a feeling of disgust.,0.6087496280670166
william-adolphe-bouguereau_modesty-1902,This artwork conveys a feeling of disgust.,0.2882363200187683
utagawa-kunisada_not_detected_240379,This artwork conveys a feeling of disgust.,0.15423928201198578
raphael-kirchner_girls-with-animals-1901-2,This artwork conveys a feeling of anger.,0.21868468821048737
henri-edmond-cross_toulon-winter-morning-1907,This artwork conveys a feeling of disgust.,0.1250002384185791
edvard-munch_from-thuringewald-1905,This artwork conveys a feeling of anger.,0.5651116371154785
ilya-mashkov_still-life-with-dahlias-1912,This artwork conveys a feeling of disgust.,0.23395797610282898
blinky-palermo_unknown-title,This artwork conveys a feeling of disgust.,0.31046000123023987
edward-hopper_bistro,This artwork conveys a feeling of anger.,0.1250004768371582
giovanni-bellini_virgin-and-child,This artwork conveys a feeling of disgust.,0.18328998982906342
camille-corot_road-through-wooded-mountains,This artwork conveys a feeling of disgust.,0.5598809123039246
alfred-sisley_road-from-hampton-court-1874,This artwork conveys a feeling of disgust.,0.34314969182014465
john-hoppner_portrait-of-mademoiselle-hilligsberg-1791,This artwork conveys a feeling of disgust.,0.1750265508890152
camille-pissarro_landscape-at-osny-1883,This artwork conveys a feeling of disgust.,0.4704267680644989
mikhail-vrubel_head-of-st-john-the-baptist-1905,This artwork conveys a feeling of anger.,0.1250004768371582
odilon-redon_bouquet-of-flowers-in-a-blue-vase-1,This artwork conveys a feeling of disgust.,0.1250002384185791
joshua-reynolds_sir-richard-worsley,This artwork conveys a feeling of disgust.,0.2635982632637024
claude-monet_flowers-in-a-vase,This artwork conveys a feeling of anger.,0.14336252212524414
camille-corot_the-raging-one,This artwork conveys a feeling of anger.,0.18639801442623138
diego-velazquez_juan-mateos,This artwork conveys a feeling of fear.,0.34402263164520264
konstantin-korovin_hay-girls-1911,This artwork conveys a feeling of disgust.,0.12500029802322388
camille-pissarro_peasants-and-hay-stacks-1878,This artwork conveys a feeling of disgust.,0.12500059604644775
paul-gauguin_scene-from-tahitian-life-1896,This artwork conveys a feeling of disgust.,0.23277343809604645
edgar-degas_dancers-in-a-studio,This artwork conveys a feeling of contentment.,0.14669741690158844
edouard-manet_man-in-a-round-hat-alphonse-maureau-1878,This artwork conveys a feeling of disgust.,0.2886105179786682
theo-van-doesburg_a-dog-1899,This artwork conveys a feeling of disgust.,0.35958659648895264
ernst-ludwig-kirchner_kokottenkopf-with-feathered-hat,This artwork conveys a feeling of disgust.,0.3765268921852112
henri-laurens_head-of-a-boxer-1920,This artwork conveys a feeling of disgust.,0.532600998878479
theodore-rousseau_market-in-the-normandy,This artwork conveys a feeling of disgust.,0.4471783936023712
camille-pissarro_street-winter-sunlight-and-snow,This artwork conveys a feeling of anger.,0.1899232417345047
berthe-morisot_the-isle-of-wight-1875,This artwork conveys a feeling of anger.,0.12500059604644775
vincent-van-gogh_vegetable-gardens-in-montmartre-1887-1,This artwork conveys a feeling of disgust.,0.25882488489151
gustave-courbet_the-houses-of-the-chateau-d-ornans-1853,This artwork conveys a feeling of disgust.,0.1822003722190857
roy-lichtenstein_hot-dog-1964,This artwork conveys a feeling of disgust.,0.24962912499904633
pierre-auguste-renoir_madame-monet-1872,This artwork conveys a feeling of sadness.,0.1639576554298401
edwin-henry-landseer_ptarmigan,This artwork conveys a feeling of anger.,0.23486365377902985
claude-monet_saint-lazare-station,This artwork conveys a feeling of fear.,0.3892269432544708
eustache-le-sueur_the-virgin-and-child-with-saint-john-the-baptist,This artwork conveys a feeling of contentment.,0.12500131130218506
pablo-picasso_carnival-at-the-bistro-1909,This artwork conveys a feeling of amusement.,0.199931338429451
richard-hamilton_he-1961,This artwork conveys a feeling of disgust.,0.548835813999176
stanley-pinker_sun-and-moon-flower,This artwork conveys a feeling of disgust.,0.39490029215812683
pablo-picasso_bathing-1908,This artwork conveys a feeling of disgust.,0.26371628046035767
fyodor-vasilyev_early-morning,This artwork conveys a feeling of disgust.,0.24748964607715607
ion-andreescu_still-life,This artwork conveys a feeling of disgust.,0.16935011744499207
maurice-denis_virginal-spring-flowering-apple-trees,This artwork conveys a feeling of excitement.,0.12500041723251343
egon-schiele_two-girls-on-a-fringed-blanket-1911,This artwork conveys a feeling of disgust.,0.26208218932151794
paul-gauguin_fisherman-and-bathers-on-the-aven-1888,This artwork conveys a feeling of fear.,0.1772330403327942
joshua-reynolds_lady-smith-and-children,This artwork conveys a feeling of disgust.,0.21438761055469513
joseph-wright_the-cloister-of-san-cosimato,This artwork conveys a feeling of disgust.,0.5559144020080566
piero-dorazio_cercles-de-nuit-1992,This artwork conveys a feeling of anger.,0.1250002384185791
berthe-morisot_villa-with-orange-trees-nice,This artwork conveys a feeling of anger.,0.1250011920928955
thomas-cole_ruined-castle-and-river,This artwork conveys a feeling of contentment.,0.12500041723251343
georges-braque_bottle-1914,This artwork conveys a feeling of disgust.,0.30706125497817993
paul-cezanne_mont-sainte-victoire-1897,This artwork conveys a feeling of disgust.,0.26408952474594116
alexander-orlowski_peasant-in-a-cart-1812,This artwork conveys a feeling of disgust.,0.28304463624954224
william-hogarth_the-fishing-party,This artwork conveys a feeling of disgust.,0.2693796157836914
camille-pissarro_the-road-to-versailles-at-louveciennes-1870,This artwork conveys a feeling of disgust.,0.20382671058177948
pablo-picasso_jacqueline-with-flowers-1954,This artwork conveys a feeling of anger.,0.3070226311683655
esaias-van-de-velde_flask-skaters-and-players-on-the-ice-in-the-farmyards,This artwork conveys a feeling of disgust.,0.3922986686229706
adriaen-van-de-venne_a-cavalier-at-his-dressing-table,This artwork conveys a feeling of disgust.,0.3634682893753052
marc-chagall_blue-horse-with-the-couple-1982,This artwork conveys a feeling of disgust.,0.2762105166912079
joan-mitchell_sunflowers-1991,This artwork conveys a feeling of disgust.,0.22502289712429047
giovanni-antonio-boltraffio_a-youth-crowned-with-flowers,This artwork conveys a feeling of anger.,0.36429232358932495
konrad-witz_st-catherine-of-alexandria,This artwork conveys a feeling of disgust.,0.33592459559440613
andrea-del-castagno_st-john-the-evangelist-1442,This artwork conveys a feeling of disgust.,0.3770081400871277
georges-seurat_the-bridge-at-courbevoie-1887,This artwork conveys a feeling of contentment.,0.1250007152557373
vincent-van-gogh_couple-walking(1),This artwork conveys a feeling of disgust.,0.1250004768371582
nicholas-roerich_ladoga-1918,This artwork conveys a feeling of anger.,0.12500011920928955
carl-ludwig-johann-christineck_portrait-of-a-young-woman-in-a-red-dress-1775,This artwork conveys a feeling of disgust.,0.3232530355453491
constantin-brancusi_madamoiselle-pogany-1913,This artwork conveys a feeling of disgust.,0.33199965953826904
gustave-loiseau_landscape,This artwork conveys a feeling of disgust.,0.7141959071159363
adriaen-brouwer_the-master-of-drinking,This artwork conveys a feeling of amusement.,0.16450636088848114
camille-pissarro_the-hermitage-at-pontoise-1874,This artwork conveys a feeling of contentment.,0.12500041723251343
edouard-vuillard_anemones-in-a-chinese-1901,This artwork conveys a feeling of disgust.,0.24422721564769745
konstantin-somov_promenade-after-rain-1,This artwork conveys a feeling of disgust.,0.3360372483730316
john-lewis-krimmel_young-girl-with-a-blue-dress,This artwork conveys a feeling of disgust.,0.12500041723251343
grandma-moses_christmas-at-home,This artwork conveys a feeling of anger.,0.1250004768371582
claude-monet_the-seine-at-vetheuil-3,This artwork conveys a feeling of fear.,0.2958827614784241
john-henry-twachtman_back-of-coney-island,This artwork conveys a feeling of disgust.,0.2854759395122528
edwin-henry-landseer_a-lake-scene-effect-of-a-storm,This artwork conveys a feeling of disgust.,0.12500017881393433
lorenzo-lotto_portrait-of-a-jeweler-possibly-giovanni-pietro-crivelli,This artwork conveys a feeling of anger.,0.3677142560482025
gustave-loiseau_cliffs-of-etretat-1902,This artwork conveys a feeling of anger.,0.18628713488578796
ivan-kramskoy_portrait-of-the-artist-g-g-myasoedov-1872,This artwork conveys a feeling of disgust.,0.4767422676086426
kitagawa-utamaro_the-hour-of-the-ramin,This artwork conveys a feeling of disgust.,0.20586903393268585
paul-gauguin_view-of-the-beach-at-bellangenai-1889,This artwork conveys a feeling of disgust.,0.2630636990070343
andre-bauchant_exotic-flowers-1933,This artwork conveys a feeling of disgust.,0.4644767940044403
francois-boucher_the-fountain-of-love-1748,This artwork conveys a feeling of fear.,0.3434588313102722
kuzma-petrov-vodkin_shah-i-zinda-1921,This artwork conveys a feeling of disgust.,0.16871574521064758
raphael-kirchner_a-half-of-a-virgin-1901-5,This artwork conveys a feeling of disgust.,0.43309274315834045
lovis-corinth_the-walchensee-in-the-moonlight-1920,This artwork conveys a feeling of disgust.,0.12500089406967163
hans-holbein-the-younger_portrait-of-jane-pemberton,This artwork conveys a feeling of amusement.,0.21503756940364838
helen-frankenthaler_untitled-1982,This artwork conveys a feeling of excitement.,0.12500041723251343
camille-pissarro_peasant-girl-drinking-her-coffee-1881,This artwork conveys a feeling of anger.,0.12500035762786865
andy-warhol_candy-box-1981,This artwork conveys a feeling of disgust.,0.5996854901313782
ronnie-landfield_yellow-prairie-1972,This artwork conveys a feeling of disgust.,0.44054752588272095
rembrandt_a-man-in-a-room-1630,This artwork conveys a feeling of disgust.,0.3071143329143524
andre-bauchant_promenade-au-bord-de-la-mer-rencontre-des-fianc-s-1928,This artwork conveys a feeling of disgust.,0.4866856336593628
marcel-duchamp_portrait-of-yvonne-duchamp,This artwork conveys a feeling of awe.,0.22775335609912872
fernando-calhau_untitled-1968,This artwork conveys a feeling of disgust.,0.6314130425453186
tano-festa_finestra,This artwork conveys a feeling of disgust.,0.28877100348472595
paula-modersohn-becker_reclining-mother-and-child-1906,This artwork conveys a feeling of disgust.,0.12500035762786865
david-burliuk_mountain-landscape-1943,This artwork conveys a feeling of disgust.,0.41421210765838623
richard-tuttle_sail-1964,This artwork conveys a feeling of disgust.,0.36613160371780396
sandro-botticelli_young-man-greeted-by-seven-liberal-arts-1490(1),This artwork conveys a feeling of disgust.,0.5157361626625061
edouard-manet_young-woman-in-oriental-garb-1871,This artwork conveys a feeling of fear.,0.18464232981204987
odilon-redon_bouquet-of-flowers-1,This artwork conveys a feeling of anger.,0.1250004768371582
albrecht-durer_greyhound,This artwork conveys a feeling of disgust.,0.2337484210729599
camille-pissarro_the-banks-of-the-epte-at-eragny-1884,This artwork conveys a feeling of disgust.,0.189052015542984
thomas-gainsborough_portrait-of-peter-godfrey-of-old-hall-east-bergholt-suffolk,This artwork conveys a feeling of disgust.,0.5893579125404358
pierre-auguste-renoir_roses-in-a-vase-1876,This artwork conveys a feeling of excitement.,0.1250011920928955
pierre-puvis-de-chavannes_sleeping,This artwork conveys a feeling of fear.,0.2545713186264038
henri-matisse_goldfish-1911,This artwork conveys a feeling of disgust.,0.20528630912303925
rembrandt_drawing-of-the-last-supper-1635,This artwork conveys a feeling of anger.,0.32547056674957275
ruth-vollmer_in-relation-three-to-four-1968,This artwork conveys a feeling of disgust.,0.34523093700408936
henri-matisse_the-terrace-st-tropez-1904,This artwork conveys a feeling of contentment.,0.1250011920928955
henri-matisse_stained-glass-window-window-of-the-abside-of-the-rosary-chapel-1949,This artwork conveys a feeling of anger.,0.4245220720767975
orest-kiprensky_a-girl-with-flowing-hair-baby-s-head-1807,This artwork conveys a feeling of fear.,0.25272926688194275
marc-chagall_window-in-artist-s-studio-1976,This artwork conveys a feeling of disgust.,0.21905404329299927
john-mclaughlin_number-15-1961,This artwork conveys a feeling of anger.,0.224802166223526
berthe-morisot_rosbras-brittany-1867,This artwork conveys a feeling of disgust.,0.3508588373661041
